RX Time,Latitude,Longitude
2017-12-19 00:04:46+00:00,51.0120787,3.7137377
2017-12-19 00:06:33+00:00,51.0957294,4.133019
2017-12-19 00:10:04+00:00,51.2613767,4.1500269
2017-12-19 00:14:50+00:00,51.0121397,3.7137692
2017-12-19 00:16:38+00:00,51.0957951,4.132963
2017-12-19 00:20:11+00:00,51.2612736,4.1500895
2017-12-19 00:24:50+00:00,51.0120262,3.7137564
2017-12-19 00:26:30+00:00,51.0959696,4.1329197
2017-12-19 00:30:01+00:00,51.2613255,4.1500157
2017-12-19 00:34:53+00:00,51.0121319,3.7137485
2017-12-19 00:36:36+00:00,51.0958606,4.1330479
2017-12-19 00:40:11+00:00,51.2614128,4.1499215
2017-12-19 00:44:49+00:00,51.012048,3.7137127
2017-12-19 00:46:36+00:00,51.095929,4.1328118
2017-12-19 00:50:13+00:00,51.2614035,4.150003
2017-12-19 00:54:51+00:00,51.0120989,3.7137197
2017-12-19 00:56:42+00:00,51.0958611,4.1330263
2017-12-19 01:00:05+00:00,51.2613454,4.1500437
2017-12-19 01:05:01+00:00,51.0118532,3.7138569
2017-12-19 01:06:51+00:00,51.0958183,4.1330736
2017-12-19 01:10:13+00:00,51.2610253,4.1504343
2017-12-19 01:14:49+00:00,51.0120045,3.7136126
2017-12-19 01:16:40+00:00,51.0958042,4.1331152
2017-12-19 01:20:16+00:00,51.2612589,4.1501596
2017-12-19 01:25:13+00:00,51.0121125,3.7135877
2017-12-19 01:26:40+00:00,51.0958826,4.1329299
2017-12-19 01:30:17+00:00,51.2613235,4.1501897
2017-12-19 01:34:47+00:00,51.012042,3.7138418
2017-12-19 01:37:00+00:00,51.0957372,4.1331527
2017-12-19 01:40:17+00:00,51.2613592,4.1500307
2017-12-19 01:44:41+00:00,51.0120933,3.7136257
2017-12-19 01:46:51+00:00,51.0950139,4.1339201
2017-12-19 01:50:18+00:00,51.2613011,4.1499568
2017-12-19 01:54:47+00:00,51.0121756,3.7140772
2017-12-19 01:56:36+00:00,51.0955721,4.1332613
2017-12-19 02:00:16+00:00,51.2613152,4.1500818
2017-12-19 02:04:50+00:00,51.0122228,3.7137528
2017-12-19 02:06:53+00:00,51.0956456,4.1331572
2017-12-19 02:10:20+00:00,51.2612627,4.1502314
2017-12-19 02:14:47+00:00,51.0120448,3.7140376
2017-12-19 02:16:44+00:00,51.0954434,4.1335978
2017-12-19 02:20:17+00:00,51.2613818,4.1501768
2017-12-19 02:24:47+00:00,51.0120442,3.7138326
2017-12-19 02:26:46+00:00,51.0956716,4.1334502
2017-12-19 02:30:16+00:00,51.2613165,4.1501311
2017-12-19 02:35:06+00:00,51.0122297,3.7140039
2017-12-19 02:36:51+00:00,51.0955634,4.1334645
2017-12-19 02:40:20+00:00,51.2613366,4.1501034
2017-12-19 02:44:50+00:00,51.0120266,3.7136363
2017-12-19 02:46:46+00:00,51.095469,4.1335476
2017-12-19 02:50:19+00:00,51.2613224,4.1500567
2017-12-19 02:54:51+00:00,51.0120902,3.7138591
2017-12-19 02:56:45+00:00,51.0956922,4.133018
